"Sample","Time","Temp_C","Humidity_RH","Dew_Point_C","Comments","Serial_Number","site"
1073,"3/28/25 04:36",10.5,88.5,8.7,NA,"065051692","CojoHQ"
1074,"3/28/25 05:06",11,88.5,9.2,NA,"065051692","CojoHQ"
1075,"3/28/25 05:36",10.5,88,8.6,NA,"065051692","CojoHQ"
1076,"3/28/25 06:06",10,87,7.9,NA,"065051692","CojoHQ"
1077,"3/28/25 06:36",12,81.5,8.9,NA,"065051692","CojoHQ"
1078,"3/28/25 07:06",17,66,10.6,NA,"065051692","CojoHQ"
1079,"3/28/25 07:36",19,58.5,10.7,NA,"065051692","CojoHQ"
1080,"3/28/25 08:06",20.5,53,10.6,NA,"065051692","CojoHQ"
1081,"3/28/25 08:36",21.5,52.5,11.4,NA,"065051692","CojoHQ"
1082,"3/28/25 09:06",22,50.5,11.3,NA,"065051692","CojoHQ"
1083,"3/28/25 09:36",23,46,10.8,NA,"065051692","CojoHQ"
1084,"3/28/25 10:06",23,47,11.1,NA,"065051692","CojoHQ"
1085,"3/28/25 10:36",22.5,50,11.6,NA,"065051692","CojoHQ"
1086,"3/28/25 11:06",23,52.5,12.8,NA,"065051692","CojoHQ"
1087,"3/28/25 11:36",22.5,50.5,11.7,NA,"065051692","CojoHQ"
1088,"3/28/25 12:06",22.5,52,12.2,NA,"065051692","CojoHQ"
1089,"3/28/25 12:36",22,53.5,12.1,NA,"065051692","CojoHQ"
1090,"3/28/25 13:06",22.5,53,12.4,NA,"065051692","CojoHQ"
1091,"3/28/25 13:36",21.5,54,11.8,NA,"065051692","CojoHQ"
1092,"3/28/25 14:06",21,53.5,11.2,NA,"065051692","CojoHQ"
1093,"3/28/25 14:36",21,53,11.1,NA,"065051692","CojoHQ"
1094,"3/28/25 15:06",21.5,50.5,10.8,NA,"065051692","CojoHQ"
1095,"3/28/25 15:36",19,53,9.2,NA,"065051692","CojoHQ"
1096,"3/28/25 16:06",18,57.5,9.5,NA,"065051692","CojoHQ"
1097,"3/28/25 16:36",16,62,8.7,NA,"065051692","CojoHQ"
1098,"3/28/25 17:06",15.5,64.5,8.8,NA,"065051692","CojoHQ"
1099,"3/28/25 17:36",14,61,6.6,NA,"065051692","CojoHQ"
1100,"3/28/25 18:06",13,65,6.6,NA,"065051692","CojoHQ"
1101,"3/28/25 18:36",12.5,67,6.5,NA,"065051692","CojoHQ"
1102,"3/28/25 19:06",12,67,6.1,NA,"065051692","CojoHQ"
1103,"3/28/25 19:36",12,66.5,6,NA,"065051692","CojoHQ"
1104,"3/28/25 20:06",11.5,73,6.8,NA,"065051692","CojoHQ"
1105,"3/28/25 20:36",11.5,73.5,6.9,NA,"065051692","CojoHQ"
1106,"3/28/25 21:06",11.5,74.5,7.1,NA,"065051692","CojoHQ"
1107,"3/28/25 21:36",11,75,6.7,NA,"065051692","CojoHQ"
1108,"3/28/25 22:06",11,72.5,6.3,NA,"065051692","CojoHQ"
1109,"3/28/25 22:36",11.5,70.5,6.3,NA,"065051692","CojoHQ"
1110,"3/28/25 23:06",11.5,74,7,NA,"065051692","CojoHQ"
1111,"3/28/25 23:36",11,78,7.3,NA,"065051692","CojoHQ"
1112,"3/29/25 00:06",11,76.5,7,NA,"065051692","CojoHQ"
1113,"3/29/25 00:36",11,74.5,6.6,NA,"065051692","CojoHQ"
1114,"3/29/25 01:06",11,74,6.6,NA,"065051692","CojoHQ"
1115,"3/29/25 01:36",10.5,76,6.5,NA,"065051692","CojoHQ"
1116,"3/29/25 02:06",10.5,78.5,6.9,NA,"065051692","CojoHQ"
1117,"3/29/25 02:36",10.5,73.5,6,NA,"065051692","CojoHQ"
1118,"3/29/25 03:06",10,77.5,6.3,NA,"065051692","CojoHQ"
1119,"3/29/25 03:36",9.5,82,6.6,NA,"065051692","CojoHQ"
1120,"3/29/25 04:06",9.5,81,6.4,NA,"065051692","CojoHQ"
1121,"3/29/25 04:36",9.5,77.5,5.8,NA,"065051692","CojoHQ"
1122,"3/29/25 05:06",10,74.5,5.7,NA,"065051692","CojoHQ"
1123,"3/29/25 05:36",9.5,78,5.9,NA,"065051692","CojoHQ"
1124,"3/29/25 06:06",9,78.5,5.5,NA,"065051692","CojoHQ"
1125,"3/29/25 06:36",11,72.5,6.3,NA,"065051692","CojoHQ"
1126,"3/29/25 07:06",15,60,7.3,NA,"065051692","CojoHQ"
1127,"3/29/25 07:36",17,53,7.4,NA,"065051692","CojoHQ"
1128,"3/29/25 08:06",18.5,47,7,NA,"065051692","CojoHQ"
1129,"3/29/25 08:36",17.5,50,7,NA,"065051692","CojoHQ"
1130,"3/29/25 09:06",21,45.5,8.8,NA,"065051692","CojoHQ"
1131,"3/29/25 09:36",21.5,42.5,8.2,NA,"065051692","CojoHQ"
1132,"3/29/25 10:06",19.5,47.5,8.1,NA,"065051692","CojoHQ"
1133,"3/29/25 10:36",20.5,45,8.2,NA,"065051692","CojoHQ"
1134,"3/29/25 11:06",22,43.5,9,NA,"065051692","CojoHQ"
1135,"3/29/25 11:36",21,44.5,8.5,NA,"065051692","CojoHQ"
1136,"3/29/25 12:06",21.5,43.5,8.6,NA,"065051692","CojoHQ"
1137,"3/29/25 12:36",21,41.5,7.4,NA,"065051692","CojoHQ"
1138,"3/29/25 13:06",21,42.5,7.8,NA,"065051692","CojoHQ"
1139,"3/29/25 13:36",21,42.5,7.8,NA,"065051692","CojoHQ"
1140,"3/29/25 14:06",20,45,7.7,NA,"065051692","CojoHQ"
1141,"3/29/25 14:36",17.5,55,8.4,NA,"065051692","CojoHQ"
1142,"3/29/25 15:06",17,58,8.7,NA,"065051692","CojoHQ"
1143,"3/29/25 15:36",15.5,61.5,8.1,NA,"065051692","CojoHQ"
1144,"3/29/25 16:06",15.5,63.5,8.6,NA,"065051692","CojoHQ"
1145,"3/29/25 16:36",15,60,7.3,NA,"065051692","CojoHQ"
1146,"3/29/25 17:06",14,62,6.8,NA,"065051692","CojoHQ"
1147,"3/29/25 17:36",13.5,64,6.8,NA,"065051692","CojoHQ"
1148,"3/29/25 18:06",12.5,67.5,6.7,NA,"065051692","CojoHQ"
1149,"3/29/25 18:36",12,68,6.3,NA,"065051692","CojoHQ"
1150,"3/29/25 19:06",18,62,10.6,NA,"065051692","CojoHQ"
1151,"3/29/25 19:36",18,59.5,10,NA,"065051692","CojoHQ"
1152,"3/29/25 20:06",18,59,9.9,NA,"065051692","CojoHQ"
1153,"3/29/25 20:36",17.5,58.5,9.3,NA,"065051692","CojoHQ"
1154,"3/29/25 21:06",17,58.5,8.8,NA,"065051692","CojoHQ"
1155,"3/29/25 21:36",16.5,58.5,8.3,NA,"065051692","CojoHQ"
1156,"3/29/25 22:06",16,58.5,7.9,NA,"065051692","CojoHQ"
1157,"3/29/25 22:36",16,58.5,7.9,NA,"065051692","CojoHQ"
1158,"3/29/25 23:06",15.5,58.5,7.4,NA,"065051692","CojoHQ"
1159,"3/29/25 23:36",15.5,58.5,7.4,NA,"065051692","CojoHQ"
1160,"3/30/25 00:06",15,58.5,6.9,NA,"065051692","CojoHQ"
1161,"3/30/25 00:36",15,58.5,6.9,NA,"065051692","CojoHQ"
1162,"3/30/25 01:06",15,58.5,6.9,NA,"065051692","CojoHQ"
1163,"3/30/25 01:36",14.5,59,6.6,NA,"065051692","CojoHQ"
1164,"3/30/25 02:06",14.5,59,6.6,NA,"065051692","CojoHQ"
1165,"3/30/25 02:36",14.5,59,6.6,NA,"065051692","CojoHQ"
1166,"3/30/25 03:06",14,59.5,6.2,NA,"065051692","CojoHQ"
1167,"3/30/25 03:36",14,59.5,6.2,NA,"065051692","CojoHQ"
1168,"3/30/25 04:06",14,59.5,6.2,NA,"065051692","CojoHQ"
1169,"3/30/25 04:36",14,60,6.4,NA,"065051692","CojoHQ"
1170,"3/30/25 05:06",13.5,60,5.9,NA,"065051692","CojoHQ"
1171,"3/30/25 05:36",13.5,60,5.9,NA,"065051692","CojoHQ"
1172,"3/30/25 06:06",13.5,60,5.9,NA,"065051692","CojoHQ"
1173,"3/30/25 06:36",13.5,60,5.9,NA,"065051692","CojoHQ"
1174,"3/30/25 07:06",13.5,60.5,6,NA,"065051692","CojoHQ"
1175,"3/30/25 07:36",13.5,60.5,6,NA,"065051692","CojoHQ"
1176,"3/30/25 08:06",13.5,60.5,6,NA,"065051692","CojoHQ"
1177,"3/30/25 08:36",13.5,61,6.1,NA,"065051692","CojoHQ"
1178,"3/30/25 09:06",13.5,61,6.1,NA,"065051692","CojoHQ"
1179,"3/30/25 09:36",13.5,61,6.1,NA,"065051692","CojoHQ"
1180,"3/30/25 10:06",14,61.5,6.7,NA,"065051692","CojoHQ"
1181,"3/30/25 10:36",14.5,61.5,7.2,NA,"065051692","CojoHQ"
1182,"3/30/25 11:06",14.5,61.5,7.2,NA,"065051692","CojoHQ"
1183,"3/30/25 11:36",15,61.5,7.7,NA,"065051692","CojoHQ"
1184,"3/30/25 12:06",15,62,7.8,NA,"065051692","CojoHQ"
1185,"3/30/25 12:36",16.5,64,9.7,NA,"065051692","CojoHQ"
1,"3/22/25 12:35",22.5,43.5,9.5,NA,"000011734","Percos"
1,"3/17/2025 15:35",23,53,12.9,NA,"65057993","Perry"
2,"3/17/2025 16:05",18.5,59,10.3,NA,"65057993","Perry"
3,"3/17/2025 16:35",16,64.5,9.3,NA,"65057993","Perry"
4,"3/17/2025 17:05",16,59,8,NA,"65057993","Perry"
5,"3/17/2025 17:35",15,63.5,8.1,NA,"65057993","Perry"
6,"3/17/2025 18:05",14,68,8.2,NA,"65057993","Perry"
7,"3/17/2025 18:35",12.5,70,7.2,NA,"65057993","Perry"
8,"3/17/2025 19:05",12,75,7.7,NA,"65057993","Perry"
9,"3/17/2025 19:35",11,74.5,6.6,NA,"65057993","Perry"
10,"3/17/2025 20:05",11,76.5,7,NA,"65057993","Perry"
11,"3/17/2025 20:35",11,75.5,6.8,NA,"65057993","Perry"
12,"3/17/2025 21:05",10.5,76,6.5,NA,"65057993","Perry"
13,"3/17/2025 21:35",10,78.5,6.4,NA,"65057993","Perry"
14,"3/17/2025 22:05",10,78,6.3,NA,"65057993","Perry"
15,"3/17/2025 22:35",10,81,6.9,NA,"65057993","Perry"
16,"3/17/2025 23:05",10,78,6.3,NA,"65057993","Perry"
17,"3/17/2025 23:35",9.5,85,7.1,NA,"65057993","Perry"
18,"3/18/2025 0:05",9.5,81.5,6.5,NA,"65057993","Perry"
19,"3/18/2025 0:35",10,75,5.8,NA,"65057993","Perry"
20,"3/18/2025 1:05",9.5,73.5,5,NA,"65057993","Perry"
21,"3/18/2025 1:35",10,71.5,5.1,NA,"65057993","Perry"
22,"3/18/2025 2:05",10.5,72,5.7,NA,"65057993","Perry"
23,"3/18/2025 2:35",10.5,71,5.5,NA,"65057993","Perry"
24,"3/18/2025 3:05",10.5,72,5.7,NA,"65057993","Perry"
25,"3/18/2025 3:35",10.5,69,5.1,NA,"65057993","Perry"
26,"3/18/2025 4:05",10.5,71.5,5.6,NA,"65057993","Perry"
27,"3/18/2025 4:35",10.5,73,5.9,NA,"65057993","Perry"
28,"3/18/2025 5:05",10,75,5.8,NA,"65057993","Perry"
29,"3/18/2025 5:35",9.5,78,5.9,NA,"65057993","Perry"
30,"3/18/2025 6:05",9,81,5.9,NA,"65057993","Perry"
31,"3/18/2025 6:35",9,82.5,6.2,NA,"65057993","Perry"
32,"3/18/2025 7:05",9,83,6.3,NA,"65057993","Perry"
33,"3/18/2025 7:35",9,81,5.9,NA,"65057993","Perry"
34,"3/18/2025 8:05",9.5,76.5,5.6,NA,"65057993","Perry"
35,"3/18/2025 8:35",10.5,71,5.5,NA,"65057993","Perry"
36,"3/18/2025 9:05",11.5,68.5,5.9,NA,"65057993","Perry"
37,"3/18/2025 9:35",13,63,6.1,NA,"65057993","Perry"
38,"3/18/2025 10:05",14.5,58.5,6.5,NA,"65057993","Perry"
39,"3/18/2025 10:35",15,55.5,6.2,NA,"65057993","Perry"
40,"3/18/2025 11:05",15.5,53.5,6.1,NA,"65057993","Perry"
41,"3/18/2025 11:35",17,51.5,6.9,NA,"65057993","Perry"
42,"3/18/2025 12:05",18,53.5,8.4,NA,"65057993","Perry"
43,"3/18/2025 12:35",16.5,60,8.7,NA,"65057993","Perry"
44,"3/18/2025 13:05",16.5,61.5,9.1,NA,"65057993","Perry"
45,"3/18/2025 13:35",16.5,60.5,8.8,NA,"65057993","Perry"
46,"3/18/2025 14:05",16,64,9.2,NA,"65057993","Perry"
47,"3/18/2025 14:35",17,60,9.2,NA,"65057993","Perry"
48,"3/18/2025 15:05",17,60,9.2,NA,"65057993","Perry"
49,"3/18/2025 15:35",17,58,8.7,NA,"65057993","Perry"
50,"3/18/2025 16:05",16.5,59,8.5,NA,"65057993","Perry"
51,"3/18/2025 16:35",16,56,7.2,NA,"65057993","Perry"
52,"3/18/2025 17:05",16,56,7.2,NA,"65057993","Perry"
53,"3/18/2025 17:35",15,57.5,6.7,NA,"65057993","Perry"
54,"3/18/2025 18:05",14,57.5,5.8,NA,"65057993","Perry"
55,"3/18/2025 18:35",12.5,60.5,5.1,NA,"65057993","Perry"
56,"3/18/2025 19:05",11.5,63.5,4.8,NA,"65057993","Perry"
57,"3/18/2025 19:35",11,67,5.1,NA,"65057993","Perry"
58,"3/18/2025 20:05",11,67.5,5.2,NA,"65057993","Perry"
59,"3/18/2025 20:35",11,63,4.2,NA,"65057993","Perry"
60,"3/18/2025 21:05",10.5,65.5,4.3,NA,"65057993","Perry"
61,"3/18/2025 21:35",10,68.5,4.5,NA,"65057993","Perry"
62,"3/18/2025 22:05",9,70,3.8,NA,"65057993","Perry"
63,"3/18/2025 22:35",9,75,4.8,NA,"65057993","Perry"
64,"3/18/2025 23:05",9,75,4.8,NA,"65057993","Perry"
65,"3/18/2025 23:35",10,78,6.3,NA,"65057993","Perry"
66,"3/19/2025 0:05",9.5,73,4.9,NA,"65057993","Perry"
67,"3/19/2025 0:35",8.5,72.5,3.8,NA,"65057993","Perry"
68,"3/19/2025 1:05",11,65,4.7,NA,"65057993","Perry"
69,"3/19/2025 1:35",9.5,67,3.7,NA,"65057993","Perry"
70,"3/19/2025 2:05",8,71,3.1,NA,"65057993","Perry"
71,"3/19/2025 2:35",10.5,60,3.1,NA,"65057993","Perry"
72,"3/19/2025 3:05",10.5,61,3.3,NA,"65057993","Perry"
73,"3/19/2025 3:35",10.5,59,2.8,NA,"65057993","Perry"
74,"3/19/2025 4:05",10,59.5,2.5,NA,"65057993","Perry"
75,"3/19/2025 4:35",10.5,56,2.1,NA,"65057993","Perry"
76,"3/19/2025 5:05",9.5,58,1.7,NA,"65057993","Perry"
77,"3/19/2025 5:35",9.5,54,0.7,NA,"65057993","Perry"
78,"3/19/2025 6:05",6,66,0.1,NA,"65057993","Perry"
79,"3/19/2025 6:35",6,65.5,0,NA,"65057993","Perry"
80,"3/19/2025 7:05",6,67.5,0.5,NA,"65057993","Perry"
81,"3/19/2025 7:35",6.5,64.5,0.3,NA,"65057993","Perry"
82,"3/19/2025 8:05",5,73,0.6,NA,"65057993","Perry"
83,"3/19/2025 8:35",10.5,58,2.6,NA,"65057993","Perry"
84,"3/19/2025 9:05",13,52,3.4,NA,"65057993","Perry"
85,"3/19/2025 9:35",16,50.5,5.7,NA,"65057993","Perry"
86,"3/19/2025 10:05",18,45,5.9,NA,"65057993","Perry"
87,"3/19/2025 10:35",18.5,43,5.7,NA,"65057993","Perry"
88,"3/19/2025 11:05",21.5,35,5.4,NA,"65057993","Perry"
89,"3/19/2025 11:35",22.5,31.5,4.8,NA,"65057993","Perry"
90,"3/19/2025 12:05",23,32.5,5.7,NA,"65057993","Perry"
91,"3/19/2025 12:35",23.5,32.5,6.1,NA,"65057993","Perry"
92,"3/19/2025 13:05",21.5,36.5,6,NA,"65057993","Perry"
93,"3/19/2025 13:35",20,43.5,7.2,NA,"65057993","Perry"
94,"3/19/2025 14:05",19,47.5,7.6,NA,"65057993","Perry"
95,"3/19/2025 14:35",19.5,43,6.6,NA,"65057993","Perry"
96,"3/19/2025 15:05",20,47.5,8.5,NA,"65057993","Perry"
97,"3/19/2025 15:35",19.5,53,9.7,NA,"65057993","Perry"
98,"3/19/2025 16:05",17.5,56,8.6,NA,"65057993","Perry"
99,"3/19/2025 16:35",19.5,48,8.2,NA,"65057993","Perry"
100,"3/19/2025 17:05",19.5,50,8.8,NA,"65057993","Perry"
101,"3/19/2025 17:35",18.5,43.5,5.9,NA,"65057993","Perry"
102,"3/19/2025 18:05",19,43.5,6.3,NA,"65057993","Perry"
103,"3/19/2025 18:35",15,50,4.7,NA,"65057993","Perry"
104,"3/19/2025 19:05",13,50.5,3,NA,"65057993","Perry"
105,"3/19/2025 19:35",12.5,52,2.9,NA,"65057993","Perry"
106,"3/19/2025 20:05",12.5,46.5,1.4,NA,"65057993","Perry"
107,"3/19/2025 20:35",11.5,47,0.6,NA,"65057993","Perry"
108,"3/19/2025 21:05",11,62,4,NA,"65057993","Perry"
109,"3/19/2025 21:35",10.5,67,4.6,NA,"65057993","Perry"
110,"3/19/2025 22:05",10.5,68.5,5,NA,"65057993","Perry"
111,"3/19/2025 22:35",10.5,69.5,5.2,NA,"65057993","Perry"
112,"3/19/2025 23:05",10,72,5.2,NA,"65057993","Perry"
113,"3/19/2025 23:35",10,72.5,5.3,NA,"65057993","Perry"
114,"3/20/2025 0:05",9.5,72.5,4.8,NA,"65057993","Perry"
115,"3/20/2025 0:35",10,69,4.6,NA,"65057993","Perry"
116,"3/20/2025 1:05",10,63,3.3,NA,"65057993","Perry"
117,"3/20/2025 1:35",10.5,60,3.1,NA,"65057993","Perry"
118,"3/20/2025 2:05",10,60.5,2.7,NA,"65057993","Perry"
119,"3/20/2025 2:35",9.5,55.5,1,NA,"65057993","Perry"
120,"3/20/2025 3:05",10,52,0.6,NA,"65057993","Perry"
121,"3/20/2025 3:35",10,58.5,2.2,NA,"65057993","Perry"
122,"3/20/2025 4:05",9.5,66,3.5,NA,"65057993","Perry"
123,"3/20/2025 4:35",10,59.5,2.5,NA,"65057993","Perry"
124,"3/20/2025 5:05",10,58.5,2.2,NA,"65057993","Perry"
125,"3/20/2025 5:35",9.5,60.5,2.3,NA,"65057993","Perry"
126,"3/20/2025 6:05",8.5,67.5,2.8,NA,"65057993","Perry"
127,"3/20/2025 6:35",9.5,63.5,2.9,NA,"65057993","Perry"
128,"3/20/2025 7:05",10,62,3.1,NA,"65057993","Perry"
129,"3/20/2025 7:35",11,58.5,3.2,NA,"65057993","Perry"
130,"3/20/2025 8:05",11.5,58.5,3.7,NA,"65057993","Perry"
131,"3/20/2025 8:35",12.5,56,4,NA,"65057993","Perry"
132,"3/20/2025 9:05",13.5,55,4.6,NA,"65057993","Perry"
133,"3/20/2025 9:35",15,54,5.8,NA,"65057993","Perry"
134,"3/20/2025 10:05",16,57.5,7.6,NA,"65057993","Perry"
135,"3/20/2025 10:35",16,60,8.2,NA,"65057993","Perry"
136,"3/20/2025 11:05",17,56,8.2,NA,"65057993","Perry"
137,"3/20/2025 11:35",17,61.5,9.6,NA,"65057993","Perry"
138,"3/20/2025 12:05",17.5,59.5,9.5,NA,"65057993","Perry"
139,"3/20/2025 12:35",17.5,59,9.4,NA,"65057993","Perry"
140,"3/20/2025 13:05",18,59.5,10,NA,"65057993","Perry"
141,"3/20/2025 13:35",18.5,60.5,10.7,NA,"65057993","Perry"
142,"3/20/2025 14:05",17,63.5,10,NA,"65057993","Perry"
143,"3/20/2025 14:35",17,64,10.1,NA,"65057993","Perry"
144,"3/20/2025 15:05",19,58,10.6,NA,"65057993","Perry"
145,"3/20/2025 15:35",19,57,10.3,NA,"65057993","Perry"
146,"3/20/2025 16:05",19,54.5,9.6,NA,"65057993","Perry"
147,"3/20/2025 16:35",18,56.5,9.2,NA,"65057993","Perry"
148,"3/20/2025 17:05",17.5,56,8.6,NA,"65057993","Perry"
149,"3/20/2025 17:35",17.5,54.5,8.2,NA,"65057993","Perry"
150,"3/20/2025 18:05",16,56,7.2,NA,"65057993","Perry"
151,"3/20/2025 18:35",15,54.5,5.9,NA,"65057993","Perry"
152,"3/20/2025 19:05",14.5,52.5,4.9,NA,"65057993","Perry"
153,"3/20/2025 19:35",14.5,50.5,4.4,NA,"65057993","Perry"
154,"3/20/2025 20:05",14,53.5,4.7,NA,"65057993","Perry"
155,"3/20/2025 20:35",13,60,5.4,NA,"65057993","Perry"
156,"3/20/2025 21:05",13.5,60,5.9,NA,"65057993","Perry"
157,"3/20/2025 21:35",13.5,59.5,5.8,NA,"65057993","Perry"
158,"3/20/2025 22:05",14.5,56.5,6,NA,"65057993","Perry"
159,"3/20/2025 22:35",14,54.5,5,NA,"65057993","Perry"
160,"3/20/2025 23:05",11.5,70,6.2,NA,"65057993","Perry"
161,"3/20/2025 23:35",11.5,68.5,5.9,NA,"65057993","Perry"
162,"3/21/2025 0:05",11.5,66,5.4,NA,"65057993","Perry"
163,"3/21/2025 0:35",11,65,4.7,NA,"65057993","Perry"
164,"3/21/2025 1:05",11.5,60,4,NA,"65057993","Perry"
165,"3/21/2025 1:35",11.5,61,4.3,NA,"65057993","Perry"
166,"3/21/2025 2:05",10.5,64,4,NA,"65057993","Perry"
167,"3/21/2025 2:35",11.5,62,4.5,NA,"65057993","Perry"
168,"3/21/2025 3:05",9.5,66,3.5,NA,"65057993","Perry"
169,"3/21/2025 3:35",12,62.5,5.1,NA,"65057993","Perry"
170,"3/21/2025 4:05",13,58.5,5.1,NA,"65057993","Perry"
171,"3/21/2025 4:35",12.5,62.5,5.5,NA,"65057993","Perry"
172,"3/21/2025 5:05",12.5,62.5,5.5,NA,"65057993","Perry"
173,"3/21/2025 5:35",12.5,63,5.7,NA,"65057993","Perry"
174,"3/21/2025 6:05",13,61,5.7,NA,"65057993","Perry"
175,"3/21/2025 6:35",12,62,5,NA,"65057993","Perry"
176,"3/21/2025 7:05",11.5,63,4.7,NA,"65057993","Perry"
177,"3/21/2025 7:35",11,66,4.9,NA,"65057993","Perry"
178,"3/21/2025 8:05",13.5,59,5.7,NA,"65057993","Perry"
179,"3/21/2025 8:35",14.5,57,6.1,NA,"65057993","Perry"
180,"3/21/2025 9:05",16,55,7,NA,"65057993","Perry"
181,"3/21/2025 9:35",19.5,47,7.9,NA,"65057993","Perry"
182,"3/21/2025 10:05",20,48,8.7,NA,"65057993","Perry"
183,"3/21/2025 10:35",20,51,9.6,NA,"65057993","Perry"
184,"3/21/2025 11:05",20,50.5,9.4,NA,"65057993","Perry"
185,"3/21/2025 11:35",19,54,9.5,NA,"65057993","Perry"
186,"3/21/2025 12:05",20,52.5,10,NA,"65057993","Perry"
187,"3/21/2025 12:35",20,52,9.9,NA,"65057993","Perry"
188,"3/21/2025 13:05",20.5,52,10.3,NA,"65057993","Perry"
189,"3/21/2025 13:35",20.5,52,10.3,NA,"65057993","Perry"
190,"3/21/2025 14:05",19.5,55,10.2,NA,"65057993","Perry"
191,"3/21/2025 14:35",18.5,56.5,9.7,NA,"65057993","Perry"
192,"3/21/2025 15:05",19.5,52,9.4,NA,"65057993","Perry"
193,"3/21/2025 15:35",20,48,8.7,NA,"65057993","Perry"
194,"3/21/2025 16:05",20,47,8.4,NA,"65057993","Perry"
195,"3/21/2025 16:35",19.5,45,7.3,NA,"65057993","Perry"
196,"3/21/2025 17:05",18.5,49,7.6,NA,"65057993","Perry"
197,"3/21/2025 17:35",18.5,47,7,NA,"65057993","Perry"
198,"3/21/2025 18:05",17.5,48,6.4,NA,"65057993","Perry"
199,"3/21/2025 18:35",15,55,6,NA,"65057993","Perry"
200,"3/21/2025 19:05",14,52.5,4.4,NA,"65057993","Perry"
201,"3/21/2025 19:35",15,47,3.8,NA,"65057993","Perry"
202,"3/21/2025 20:05",13.5,55,4.6,NA,"65057993","Perry"
203,"3/21/2025 20:35",13.5,55.5,4.8,NA,"65057993","Perry"
204,"3/21/2025 21:05",12.5,66,6.3,NA,"65057993","Perry"
205,"3/21/2025 21:35",12.5,69,7,NA,"65057993","Perry"
206,"3/21/2025 22:05",12,72,7.1,NA,"65057993","Perry"
207,"3/21/2025 22:35",12,70,6.7,NA,"65057993","Perry"
208,"3/21/2025 23:05",12,70,6.7,NA,"65057993","Perry"
209,"3/21/2025 23:35",12,70,6.7,NA,"65057993","Perry"
210,"3/22/2025 0:05",11.5,71.5,6.5,NA,"65057993","Perry"
211,"3/22/2025 0:35",11,71.5,6.1,NA,"65057993","Perry"
212,"3/22/2025 1:05",11,73,6.4,NA,"65057993","Perry"
213,"3/22/2025 1:35",11,76,6.9,NA,"65057993","Perry"
214,"3/22/2025 2:05",11,72,6.2,NA,"65057993","Perry"
215,"3/22/2025 2:35",12.5,63,5.7,NA,"65057993","Perry"
216,"3/22/2025 3:05",12,61,4.7,NA,"65057993","Perry"
217,"3/22/2025 3:35",11,67.5,5.2,NA,"65057993","Perry"
218,"3/22/2025 4:05",11.5,64.5,5,NA,"65057993","Perry"
219,"3/22/2025 4:35",11,63,4.2,NA,"65057993","Perry"
220,"3/22/2025 5:05",10,70.5,4.9,NA,"65057993","Perry"
221,"3/22/2025 5:35",11.5,66,5.4,NA,"65057993","Perry"
222,"3/22/2025 6:05",11.5,66,5.4,NA,"65057993","Perry"
223,"3/22/2025 6:35",12,63.5,5.3,NA,"65057993","Perry"
224,"3/22/2025 7:05",11.5,65,5.2,NA,"65057993","Perry"
225,"3/22/2025 7:35",12.5,63.5,5.8,NA,"65057993","Perry"
226,"3/22/2025 8:05",13,64,6.4,NA,"65057993","Perry"
227,"3/22/2025 8:35",14,61.5,6.7,NA,"65057993","Perry"
228,"3/22/2025 9:05",15,63,8,NA,"65057993","Perry"
229,"3/22/2025 9:35",17.5,57.5,9,NA,"65057993","Perry"
230,"3/22/2025 10:05",18,57.5,9.5,NA,"65057993","Perry"
231,"3/22/2025 10:35",18.5,54.5,9.2,NA,"65057993","Perry"
232,"3/22/2025 11:05",19,56,10,NA,"65057993","Perry"
233,"3/22/2025 11:35",19,55.5,9.9,NA,"65057993","Perry"
234,"3/22/2025 12:05",23,49,11.7,NA,"65057993","Perry"
235,"3/22/2025 12:35",22.5,48,10.9,NA,"65057993","Perry"
236,"3/22/2025 13:05",21,48,9.6,NA,"65057993","Perry"
237,"3/22/2025 13:35",22,49,10.8,NA,"65057993","Perry"
238,"3/22/2025 14:05",23,46.5,10.9,NA,"65057993","Perry"
239,"3/22/2025 14:35",20.5,51.5,10.2,NA,"65057993","Perry"
240,"3/22/2025 15:05",21,46.5,9.1,NA,"65057993","Perry"
241,"3/22/2025 15:35",20.5,50.5,9.9,NA,"65057993","Perry"
242,"3/22/2025 16:05",20.5,51,10,NA,"65057993","Perry"
243,"3/22/2025 16:35",20,52,9.9,NA,"65057993","Perry"
244,"3/22/2025 17:05",18.5,54.5,9.2,NA,"65057993","Perry"
245,"3/22/2025 17:35",18,57,9.4,NA,"65057993","Perry"
246,"3/22/2025 18:05",16.5,63,9.4,NA,"65057993","Perry"
247,"3/22/2025 18:35",15.5,64.5,8.8,NA,"65057993","Perry"
248,"3/22/2025 19:05",15,62.5,7.9,NA,"65057993","Perry"
249,"3/22/2025 19:35",15,60.5,7.4,NA,"65057993","Perry"
250,"3/22/2025 20:05",15,60.5,7.4,NA,"65057993","Perry"
251,"3/22/2025 20:35",14,68,8.2,NA,"65057993","Perry"
252,"3/22/2025 21:05",13.5,69.5,8,NA,"65057993","Perry"
253,"3/22/2025 21:35",13.5,69.5,8,NA,"65057993","Perry"
254,"3/22/2025 22:05",12.5,74.5,8.1,NA,"65057993","Perry"
255,"3/22/2025 22:35",11.5,79.5,8.1,NA,"65057993","Perry"
256,"3/22/2025 23:05",11.5,82.5,8.6,NA,"65057993","Perry"
257,"3/22/2025 23:35",11.5,81.5,8.4,NA,"65057993","Perry"
